perfume_id,url,comment
889072,https://www.nosetime.com/889072-,{{mydiscuss.content}}
161998,https://www.nosetime.com/161998-,{{mydiscuss.content}}
161998,https://www.nosetime.com/161998-,苦橙，薰衣草，藏红花，看似平常的香料，却孕育了小清新眼中的梦魇。作为xerjoff的副牌，它的味道确实跟oud star系列的感觉有些类似。潮湿、阴冷、黑暗，却又带着一丝酸甜，乌木也是偏向于烟熏苦黑，这可能对你有些挑战性。但这并不是它的本意，美好的东西总是需要的时间的催化。气味转化的过程就像是你一个走向丛林的路途，气味会逐渐变得柔软，转向于青绿和潮湿，且带着淡淡的苦橙和薰衣草的味道。漫步其间，乌木与雪松慢慢融合，沉淀成干燥的线性气味，烟熏感已被削去锋芒，留其圆润，它紧紧贴着，仿佛在亲吻你的肌肤，不舍离去。梦幻般的乌木，薰衣草、苦橙与木质对我来说简直绝配。
161998,https://www.nosetime.com/161998-,3.5分今天同时上手试的有：米勒哈瑞斯·烟，迪拜精神·meydan这支用的是广藿香+藏红花制造出烟熏感，烟是用焚香+大量香辛料制造烟熏感，meydan的烟熏更是我心中烟熏味香水的No.1，层次丰富带有回甘。哈亚特属于耐闻型，三支烟熏感的香里排第二。
161998,https://www.nosetime.com/161998-,这款也是很神奇，刚上皮的时候很爱，深沉潮湿的乌木味道，然而越闻越不大对劲，为什么越来越酸啊，而且真的是酸臭的味道，冒出了他是酸的这个想法后我就完全品不出来乌木的美好了……
161998,https://www.nosetime.com/161998-,一开始就像弱化版的史诗男。后面出现的果香和脂类气息中和了苦大仇深的烟熏焚香，随时间推移气息接受度越来越高，越来越好闻。
161998,https://www.nosetime.com/161998-,刚上身，特别harrods的味道，熏的我啊头晕，真的受不了！没曾想洗了澡之后，第二天睡醒，闻到的味道直击灵魂深处的爱，可见留香时间贼长。
161998,https://www.nosetime.com/161998-,对于乌木，众口难调：很难让艺术和通俗并存，让不同阶层的香友异口同声。或许这款，更近一步。常见的柑橘，缓柔的薰衣草，再由藏红花点睛。瞬间耳目一新，便坚定了立场：与平庸无关，标新立异；和神话无缘，中庸温和。再置于辛料之火上烘培，填入松木燃烧，直至融入肌肤。亲近，没有唐突，只闻其声，不见其人。这是大多乌木不曾有的，似利器磨去刀锋，以此为镜，映出羞花闭月。人言二者不可得兼，可曾想过，纵可当最大的王，亦可流浪街头，做世间最美的情郎。
245968,https://www.nosetime.com/245968-,{{mydiscuss.content}}
335908,https://www.nosetime.com/335908-,{{mydiscuss.content}}
146612,https://www.nosetime.com/146612-,{{mydiscuss.content}}
194167,https://www.nosetime.com/194167-,{{mydiscuss.content}}
268345,https://www.nosetime.com/268345-,{{mydiscuss.content}}
712516,https://www.nosetime.com/712516-,{{mydiscuss.content}}
712516,https://www.nosetime.com/712516-,诞生于1976年的此物，可谓妙巴黎这个牌子在香水世界辉煌旧时代的谢幕之作，此后该品牌逐渐淡出香水领域，零零散散推出少量几乎不为人知的作品。此物是完美展现旧时代风采的一支皮革西普（虽皮革在香料表中未体现）。在一过性的柑橘类材质之后，主角皮革便伴随浑厚的琥珀香脂与强硬干燥的木质基底，以层层推进的方式渐次迸发而出，气味逐渐由和缓转为强势——前调与诞生于同年的GUCCI POUR HOMME（经典版同名男士）几乎如出一辙，但中后调则转为类似ARAMIS同名男士与GRES倔强的方向，起承转合精彩非常。
322664,https://www.nosetime.com/322664-,{{mydiscuss.content}}
441121,https://www.nosetime.com/441121-,{{mydiscuss.content}}
753519,https://www.nosetime.com/753519-,{{mydiscuss.content}}
985333,https://www.nosetime.com/985333-,{{mydiscuss.content}}
635157,https://www.nosetime.com/635157-,{{mydiscuss.content}}
216409,https://www.nosetime.com/216409-,{{mydiscuss.content}}
